Gender,Age,family_history_with_overweight,FAVC,NCP,CAEC,CH2O,FAF,CALC,MTRANS,NObeyesdad
Female,24,no,yes,3,Sometimes,1.55,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,24,yes,yes,1,Sometimes,1.02,0,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.01,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.01,0,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.01,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.0,0,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.0,0,no,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,2.01,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,1.98,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.02,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,3.0,0,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,1.81,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.73,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,2.31,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,1.99,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,3,Sometimes,2.41,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,1.68,1,Sometimes,Automobile,Overweight_Level_I
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,23,yes,yes,3,Sometimes,2.51,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,23,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,23,yes,yes,3,Sometimes,2.14,0,no,Public_Transportation,Overweight_Level_II
Female,23,yes,yes,3,Sometimes,2.86,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,no,yes,2,Sometimes,2.06,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,23,yes,yes,3,Sometimes,2.5,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,23,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Female,23,yes,yes,3,Sometimes,2.86,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,23,yes,yes,3,Sometimes,2.44,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,yes,yes,3,Sometimes,2.39,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.15,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,23,yes,yes,2,Sometimes,1.52,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23,no,no,3,Frequently,2.07,1,no,Public_Transportation,Insufficient_Weight
Male,23,yes,yes,3,Sometimes,1.05,0,no,Automobile,Obesity_Type_I
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,2.74,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23,yes,no,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,3,Sometimes,2.15,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,23,yes,yes,3,Sometimes,2.43,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,23,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23,no,no,1,Frequently,1.92,0,no,Public_Transportation,Insufficient_Weight
Male,23,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,23,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,23,yes,yes,2,Sometimes,1.97,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,1.53,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,1,Sometimes,1.33,1,Sometimes,Automobile,Overweight_Level_I
Male,23,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Female,23,yes,yes,3,Sometimes,2.84,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,23,yes,yes,1,Sometimes,1.24,1,no,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,2.91,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,2.98,2,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.63,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,2.97,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.05,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,1.59,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Female,23,no,yes,2,Sometimes,2.66,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,23,yes,yes,3,Sometimes,1.95,0,no,Automobile,Obesity_Type_I
Male,23,yes,yes,3,Sometimes,1.17,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,23,yes,yes,3,Sometimes,2.99,2,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,1.28,0,Sometimes,Automobile,Overweight_Level_I
Male,23,yes,yes,3,Sometimes,1.28,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,23,yes,yes,2,Sometimes,1.57,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23,yes,yes,2,Sometimes,2.63,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,2,Sometimes,1.69,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,2.36,2,no,Public_Transportation,Obesity_Type_I
Female,23,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,23,yes,yes,2,Sometimes,2.01,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23,no,no,2,Frequently,2.35,1,no,Public_Transportation,Insufficient_Weight
Female,23,no,no,2,Frequently,2.12,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,3,Frequently,1.85,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,1,Sometimes,2.68,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Frequently,2.01,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,3,Frequently,2.03,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,1,Sometimes,1.86,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,2,Sometimes,1.62,0,no,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,3,Sometimes,2.09,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,yes,yes,3,Sometimes,2.41,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,22,yes,yes,2,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,2,Sometimes,1.98,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,3,Sometimes,2.02,1,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Frequently,2.0,2,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,3,Sometimes,2.13,1,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,1.98,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,3,Sometimes,1.75,0,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Frequently,2.0,1,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,3,Sometimes,2.53,2,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Frequently,1.27,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,2,Sometimes,1.97,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,2,Sometimes,1.97,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,2,Sometimes,1.96,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.77,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.4,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,2,Sometimes,2.51,0,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,1.28,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,3,Frequently,2.0,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,1,Sometimes,1.91,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.02,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.65,1,Sometimes,Automobile,Insufficient_Weight
Male,22,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,2,Sometimes,1.81,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.43,0,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Sometimes,2.85,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.84,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.38,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.53,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,2,Sometimes,2.33,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,22,yes,yes,1,Sometimes,2.98,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,1,Sometimes,1.53,0,no,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,3,Sometimes,1.91,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,22,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.82,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,2,Sometimes,1.15,0,Sometimes,Automobile,Overweight_Level_I
Male,22,yes,yes,2,Sometimes,1.78,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,3,Sometimes,2.29,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,3,Sometimes,2.18,1,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,2.17,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,2,Sometimes,3.0,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.71,2,no,Public_Transportation,Obesity_Type_I
Female,22,no,no,1,Frequently,1.49,0,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,3,Sometimes,3.0,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,2,Sometimes,1.65,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.6,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.27,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.55,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,2.47,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,3,Frequently,2.0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.61,0,no,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,3,Frequently,1.99,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,1,Sometimes,2.78,0,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,1,Sometimes,2.85,1,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,3.0,3,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.56,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,no,yes,1,no,2.8,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,22,yes,yes,3,Frequently,1.04,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,1,Sometimes,2.04,1,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Sometimes,2.05,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,yes,yes,1,Sometimes,2.14,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,1,Sometimes,2.37,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,no,yes,1,no,2.07,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,22,yes,yes,3,Frequently,2.45,1,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,3,Sometimes,2.23,1,Sometimes,Automobile,Insufficient_Weight
Female,22,yes,yes,3,Sometimes,1.35,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,yes,yes,3,Frequently,2.0,0,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,2,Sometimes,2.31,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.63,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.71,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,yes,yes,3,Sometimes,2.52,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,22,no,no,2,Frequently,2.31,1,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,2,Sometimes,2.28,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.15,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,2,Sometimes,1.08,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,22,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,2,Sometimes,1.56,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,22,no,yes,3,Sometimes,1.71,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,22,yes,yes,2,Sometimes,2.26,2,no,Public_Transportation,Obesity_Type_I
Female,22,no,no,2,Frequently,2.7,1,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,3,Sometimes,2.65,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,1,Sometimes,1.72,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,3,Sometimes,2.7,2,no,Public_Transportation,Obesity_Type_I
Female,22,yes,yes,3,Frequently,1.06,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,no,2,Sometimes,1.45,0,no,Public_Transportation,Overweight_Level_II
Female,22,no,no,2,Frequently,2.65,0,no,Public_Transportation,Insufficient_Weight
Male,22,yes,yes,2,Sometimes,2.26,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,3,Sometimes,2.1,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22,yes,yes,2,Sometimes,1.2,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,2,Sometimes,2.17,2,no,Public_Transportation,Obesity_Type_I
Male,22,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22,yes,yes,3,Frequently,1.03,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,3,Frequently,2.04,2,no,Public_Transportation,Insufficient_Weight
Female,22,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Male,22,no,yes,1,no,2.98,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Frequently,1.77,0,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Female,21,no,no,3,Frequently,1.66,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,1,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.01,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.75,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.05,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,2,Sometimes,1.34,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21,yes,yes,3,Sometimes,1.82,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,no,no,1,Frequently,2.65,0,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,3,Sometimes,1.83,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,no,1,Sometimes,1.83,0,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.96,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.6,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.76,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.63,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.41,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,1,Sometimes,3.0,1,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,1,Sometimes,2.0,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,2,Sometimes,2.52,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.18,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.83,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.17,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.61,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.64,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,no,no,1,Frequently,2.55,1,no,Public_Transportation,Insufficient_Weight
Female,21,no,yes,1,Sometimes,1.98,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,no,yes,3,Sometimes,1.08,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,no,1,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Sometimes,2.56,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Frequently,1.25,1,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,3,Frequently,1.25,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,2.75,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Frequently,2.98,0,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,3,Sometimes,2.5,1,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,2,Sometimes,2.39,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Frequently,2.79,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,1.82,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.49,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.33,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.61,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,3,Sometimes,1.97,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.36,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,2,Sometimes,1.29,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21,yes,yes,2,Sometimes,2.21,2,no,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,3,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,Frequently,2.77,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,2.53,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.88,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,2.83,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.96,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.89,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,no,2.93,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,2.9,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.61,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.83,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,2,Sometimes,2.67,2,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.78,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,no,1,Sometimes,2.0,0,no,Public_Transportation,Overweight_Level_II
Male,21,yes,yes,3,Sometimes,2.77,2,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,1.4,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,21,yes,yes,3,Sometimes,2.08,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.93,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,1.95,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.65,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,yes,yes,3,Sometimes,2.18,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,1.96,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,2,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.75,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.62,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,yes,yes,3,Sometimes,1.73,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,yes,yes,3,Sometimes,2.83,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,21,yes,yes,1,Sometimes,1.18,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,21,yes,yes,3,no,2.68,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,no,no,1,Frequently,2.57,1,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Sometimes,2.4,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21,yes,yes,3,Sometimes,2.72,0,no,Public_Transportation,Obesity_Type_I
Female,21,yes,yes,3,Sometimes,2.35,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,no,no,1,Frequently,1.79,0,no,Public_Transportation,Insufficient_Weight
Female,21,yes,yes,3,Frequently,1.91,0,no,Public_Transportation,Insufficient_Weight
Male,21,yes,yes,2,Sometimes,2.0,2,no,Public_Transportation,Overweight_Level_II
Female,21,yes,yes,3,no,2.22,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21,yes,yes,3,Sometimes,1.36,0,Sometimes,Public_Transportation,Overweight_Level_I
